Order_ID,Order_Date,City,Area,Outlet_ID,Outlet_Name,Outlet_Location,Outlet_Size,Category,Brand,MRP,Discount_%,Selling_Price,Quantity,Sales,Cost,Profit,Payment_Mode,Delivery_Time_Minutes,Rating
ORD0150,08-05-2026,Mumbai,Andheri East,OUT001,Blinkit Andheri East,Tier 1,High,Grocery,MDH,132,15,112.2,8,897.6,708.37,189.23,Credit Card,22,4.3
ORD0151,12-01-2026,Mumbai,Andheri West,OUT002,Blinkit Andheri West,Tier 1,High,Household,Tata,142,15,120.7,1,120.7,78.95,41.75,Debit Card,25,4.7
ORD0152,28-03-2026,Mumbai,Jogeshwari,OUT003,Blinkit Jogeshwari,Tier 1,Small,Household,Nestle,67,10,60.3,7,422.1,327.15,94.95,Debit Card,28,4.5
ORD0153,22-05-2026,Mumbai,Goregaon,OUT004,Blinkit Goregaon,Tier 1,Small,Grocery,Parle,195,20,156,6,936,687.47,248.53,Credit Card,25,4.3
ORD0154,17-06-2026,Mumbai,Malad,OUT009,Blinkit Malad,Tier 1,Medium,Dairy,Nestle,189,25,141.75,6,850.5,718.67,131.83,Cash,20,4.7
ORD0155,22-05-2026,Mumbai,Jogeshwari,OUT003,Blinkit Jogeshwari,Tier 1,Medium,Fruits,Aashirvaad,350,5,332.5,1,332.5,242.65,89.85,Credit Card,10,3.8
ORD0156,20-05-2026,Mumbai,Goregaon,OUT004,Blinkit Goregaon,Tier 1,High,Bakery,Fortune,470,20,376,1,376,303.73,72.27,UPI,15,3.8
ORD0157,10-01-2026,Mumbai,Bandra,OUT008,Blinkit Bandra,Tier 1,Medium,Dairy,Amul,370,10,333,2,666,521.29,144.71,Credit Card,12,4.7
ORD0158,09-01-2026,Mumbai,Malad,OUT009,Blinkit Malad,Tier 1,Medium,Fruits,Aashirvaad,413,15,351.05,5,1755.25,1205.78,549.47,UPI,25,4.5
ORD0159,14-04-2026,Mumbai,Andheri East,OUT001,Blinkit Andheri East,Tier 1,Medium,Dairy,Amul,472,5,448.4,7,3138.8,2401.38,737.42,Debit Card,30,4.5
ORD0160,01-05-2026,Mumbai,Jogeshwari,OUT003,Blinkit Jogeshwari,Tier 1,Small,Snacks,Amul,293,20,234.4,2,468.8,312.5,156.3,Debit Card,8,3.8
ORD0161,03-02-2026,Mumbai,Andheri West,OUT002,Blinkit Andheri West,Tier 1,Medium,Fruits,Parle,489,5,464.55,4,1858.2,1530.99,327.21,Cash,25,4.7
ORD0162,22-01-2026,Mumbai,Jogeshwari,OUT003,Blinkit Jogeshwari,Tier 1,Medium,Frozen Foods,MDH,75,15,63.75,3,191.25,152.22,39.03,Credit Card,8,4.7
ORD0163,21-03-2026,Mumbai,Andheri East,OUT001,Blinkit Andheri East,Tier 1,High,Snacks,MDH,81,5,76.95,2,153.9,112.01,41.89,UPI,20,4.2
ORD0164,07-02-2026,Mumbai,Kandivali,OUT010,Blinkit Kandivali,Tier 1,Small,Household,Fortune,422,20,337.6,8,2700.8,2121.14,579.66,Debit Card,25,4.3
ORD0165,16-01-2026,Mumbai,Bandra,OUT008,Blinkit Bandra,Tier 1,High,Household,Amul,189,25,141.75,6,850.5,602.56,247.94,Cash,30,4.8
ORD0166,07-04-2026,Mumbai,Kandivali,OUT010,Blinkit Kandivali,Tier 1,High,Beverages,MDH,269,10,242.1,7,1694.7,1232.85,461.85,Credit Card,40,3.8
ORD0167,11-01-2026,Mumbai,Vile Parle,OUT005,Blinkit Vile Parle,Tier 1,Medium,Snacks,Fortune,187,20,149.6,3,448.8,344.38,104.42,Credit Card,28,4.6
ORD0168,05-05-2026,Mumbai,Bandra,OUT008,Blinkit Bandra,Tier 1,Medium,Beverages,Britannia,227,25,170.25,2,340.5,258.1,82.4,Credit Card,30,3.9
ORD0169,03-01-2026,Mumbai,Powai,OUT007,Blinkit Powai,Tier 1,Medium,Frozen Foods,Tata,288,10,259.2,5,1296,994.39,301.61,Credit Card,10,4.1
ORD0170,31-05-2026,Mumbai,Kandivali,OUT010,Blinkit Kandivali,Tier 1,Small,Beverages,Britannia,316,15,268.6,6,1611.6,1201.15,410.45,Cash,10,4
ORD0171,13-05-2026,Mumbai,Vile Parle,OUT005,Blinkit Vile Parle,Tier 1,Small,Beverages,Amul,235,25,176.25,6,1057.5,772.5,285,Debit Card,20,4.8
ORD0172,02-06-2026,Mumbai,Santacruz,OUT006,Blinkit Santacruz,Tier 1,Small,Household,Parle,373,20,298.4,2,596.8,406.56,190.24,UPI,10,3.8
ORD0173,13-03-2026,Mumbai,Kandivali,OUT010,Blinkit Kandivali,Tier 1,Medium,Dairy,MDH,298,25,223.5,4,894,627.87,266.13,Cash,18,4.8
ORD0174,14-01-2026,Mumbai,Santacruz,OUT006,Blinkit Santacruz,Tier 1,Small,Household,MDH,152,10,136.8,7,957.6,638.46,319.14,Debit Card,10,4.8
ORD0175,01-03-2026,Mumbai,Powai,OUT007,Blinkit Powai,Tier 1,High,Dairy,Aashirvaad,111,5,105.45,5,527.25,376.32,150.93,Cash,25,4.8
ORD0176,07-03-2026,Mumbai,Santacruz,OUT006,Blinkit Santacruz,Tier 1,Medium,Fruits,Amul,170,10,153,3,459,301.9,157.1,UPI,18,4.7
ORD0177,02-01-2026,Mumbai,Bandra,OUT008,Blinkit Bandra,Tier 1,Small,Grocery,MDH,78,5,74.1,3,222.3,158.62,63.68,UPI,25,4.2
ORD0178,13-02-2026,Mumbai,Vile Parle,OUT005,Blinkit Vile Parle,Tier 1,Medium,Beverages,Fortune,249,5,236.55,6,1419.3,1059.17,360.13,UPI,25,4.7
ORD0179,26-02-2026,Mumbai,Goregaon,OUT004,Blinkit Goregaon,Tier 1,Small,Household,Fortune,459,5,436.05,3,1308.15,1093.01,215.14,Debit Card,10,4.9
ORD0180,28-03-2026,Mumbai,Powai,OUT007,Blinkit Powai,Tier 1,Medium,Beverages,MDH,481,5,456.95,2,913.9,676.71,237.19,UPI,35,4.2
ORD0181,22-05-2026,Mumbai,Santacruz,OUT006,Blinkit Santacruz,Tier 1,Small,Frozen Foods,Fortune,163,5,154.85,3,464.55,368.27,96.28,Credit Card,22,4.3
ORD0182,12-02-2026,Mumbai,Jogeshwari,OUT003,Blinkit Jogeshwari,Tier 1,Medium,Frozen Foods,Tata,63,15,53.55,5,267.75,191.95,75.8,Credit Card,25,4.9
ORD0183,21-06-2026,Mumbai,Andheri West,OUT002,Blinkit Andheri West,Tier 1,Small,Frozen Foods,Parle,128,25,96,1,96,74.52,21.48,UPI,18,4.7
ORD0184,25-01-2026,Mumbai,Santacruz,OUT006,Blinkit Santacruz,Tier 1,Medium,Grocery,Aashirvaad,271,15,230.35,4,921.4,769.38,152.02,Cash,8,4.8
ORD0185,29-03-2026,Mumbai,Vile Parle,OUT005,Blinkit Vile Parle,Tier 1,High,Snacks,MDH,123,5,116.85,8,934.8,758.5,176.3,UPI,28,4.1
ORD0186,27-05-2026,Mumbai,Santacruz,OUT006,Blinkit Santacruz,Tier 1,Small,Snacks,Fortune,272,5,258.4,7,1808.8,1254.68,554.12,Cash,40,4
ORD0187,14-02-2026,Mumbai,Kandivali,OUT010,Blinkit Kandivali,Tier 1,Small,Snacks,Britannia,90,5,85.5,8,684,548.74,135.26,Credit Card,15,3.8
ORD0188,13-06-2026,Mumbai,Malad,OUT009,Blinkit Malad,Tier 1,Medium,Dairy,Amul,258,5,245.1,6,1470.6,1054.48,416.12,Debit Card,25,4
ORD0189,29-06-2026,Mumbai,Vile Parle,OUT005,Blinkit Vile Parle,Tier 1,Medium,Fruits,Nestle,177,10,159.3,6,955.8,628.28,327.52,Debit Card,28,3.9
ORD0190,08-04-2026,Mumbai,Santacruz,OUT006,Blinkit Santacruz,Tier 1,High,Fruits,Parle,415,10,373.5,6,2241,1805.85,435.15,UPI,40,4.4
ORD0191,23-01-2026,Mumbai,Malad,OUT009,Blinkit Malad,Tier 1,Small,Snacks,Fortune,63,25,47.25,3,141.75,92.72,49.03,UPI,18,4.1
ORD0192,03-06-2026,Mumbai,Andheri East,OUT001,Blinkit Andheri East,Tier 1,High,Frozen Foods,Britannia,59,5,56.05,4,224.2,157.45,66.75,Debit Card,10,4.2
ORD0193,30-04-2026,Mumbai,Andheri West,OUT002,Blinkit Andheri West,Tier 1,Medium,Grocery,Tata,417,10,375.3,1,375.3,264.44,110.86,UPI,10,4.3
ORD0194,07-02-2026,Mumbai,Jogeshwari,OUT003,Blinkit Jogeshwari,Tier 1,High,Frozen Foods,Aashirvaad,327,25,245.25,4,981,806.6,174.4,Cash,8,4.9
ORD0195,14-01-2026,Mumbai,Powai,OUT007,Blinkit Powai,Tier 1,Medium,Household,Aashirvaad,405,20,324,1,324,236.24,87.76,Cash,20,4.7
ORD0196,14-01-2026,Mumbai,Kandivali,OUT010,Blinkit Kandivali,Tier 1,Medium,Snacks,Nestle,461,15,391.85,7,2742.95,2247.92,495.03,Cash,22,4.6
ORD0197,21-04-2026,Mumbai,Andheri East,OUT001,Blinkit Andheri East,Tier 1,Small,Fruits,Britannia,236,5,224.2,3,672.6,446.51,226.09,Cash,22,5
ORD0198,14-06-2026,Mumbai,Bandra,OUT008,Blinkit Bandra,Tier 1,High,Grocery,Parle,374,5,355.3,1,355.3,233.39,121.91,UPI,30,3.9
ORD0199,11-01-2026,Mumbai,Andheri West,OUT002,Blinkit Andheri West,Tier 1,Medium,Dairy,Parle,316,5,300.2,7,2101.4,1465.37,636.03,Credit Card,35,4
ORD0200,01-06-2026,Mumbai,Andheri East,OUT001,Blinkit Andheri East,Tier 1,High,Snacks,MDH,354,25,265.5,5,1327.5,885.3,442.2,UPI,28,4
ORD0201,23-01-2026,Mumbai,Vile Parle,OUT005,Blinkit Vile Parle,Tier 1,High,Grocery,MDH,258,25,193.5,5,967.5,681.92,285.58,Cash,35,4.3
ORD0202,19-03-2026,Mumbai,Malad,OUT009,Blinkit Malad,Tier 1,High,Frozen Foods,MDH,413,15,351.05,8,2808.4,2326.37,482.03,Credit Card,8,4.1
ORD0203,12-04-2026,Mumbai,Goregaon,OUT004,Blinkit Goregaon,Tier 1,Small,Household,Fortune,146,25,109.5,7,766.5,646.87,119.63,Cash,20,4.5
ORD0204,06-01-2026,Mumbai,Bandra,OUT008,Blinkit Bandra,Tier 1,Small,Dairy,Nestle,188,15,159.8,4,639.2,453.26,185.94,Debit Card,35,3.9
ORD0205,28-01-2026,Mumbai,Powai,OUT007,Blinkit Powai,Tier 1,High,Beverages,Fortune,477,20,381.6,6,2289.6,1825,464.6,Debit Card,20,4.6
ORD0206,13-05-2026,Mumbai,Jogeshwari,OUT003,Blinkit Jogeshwari,Tier 1,Small,Frozen Foods,Parle,395,10,355.5,5,1777.5,1447.31,330.19,Cash,22,4.8
ORD0207,27-05-2026,Mumbai,Andheri East,OUT001,Blinkit Andheri East,Tier 1,Small,Bakery,Parle,260,25,195,2,390,292.33,97.67,UPI,22,4.8
ORD0208,15-05-2026,Mumbai,Bandra,OUT008,Blinkit Bandra,Tier 1,High,Bakery,Nestle,197,15,167.45,5,837.25,603.31,233.94,UPI,40,4.8
ORD0209,19-03-2026,Mumbai,Bandra,OUT008,Blinkit Bandra,Tier 1,Small,Bakery,Aashirvaad,244,20,195.2,5,976,670.36,305.64,Cash,10,4.8
ORD0210,22-02-2026,Mumbai,Santacruz,OUT006,Blinkit Santacruz,Tier 1,Medium,Fruits,Amul,215,25,161.25,4,645,542.93,102.07,UPI,18,4.5
ORD0211,22-04-2026,Mumbai,Bandra,OUT008,Blinkit Bandra,Tier 1,High,Bakery,Aashirvaad,203,25,152.25,5,761.25,576.8,184.45,Debit Card,20,3.8
ORD0212,26-01-2026,Mumbai,Santacruz,OUT006,Blinkit Santacruz,Tier 1,Medium,Household,Aashirvaad,281,5,266.95,2,533.9,403.12,130.78,Cash,15,5
ORD0213,24-01-2026,Mumbai,Bandra,OUT008,Blinkit Bandra,Tier 1,Small,Household,Nestle,255,20,204,6,1224,964.9,259.1,Credit Card,10,4.8
ORD0214,11-05-2026,Mumbai,Malad,OUT009,Blinkit Malad,Tier 1,Medium,Snacks,Parle,139,5,132.05,5,660.25,520.26,139.99,Cash,28,4.9
ORD0215,11-06-2026,Mumbai,Powai,OUT007,Blinkit Powai,Tier 1,High,Fruits,Aashirvaad,143,5,135.85,2,271.7,195.8,75.9,UPI,8,4.2
ORD0216,31-05-2026,Mumbai,Malad,OUT009,Blinkit Malad,Tier 1,Small,Fruits,Britannia,52,15,44.2,7,309.4,253.22,56.18,Cash,25,4.7
ORD0217,16-04-2026,Mumbai,Kandivali,OUT010,Blinkit Kandivali,Tier 1,High,Dairy,Fortune,186,25,139.5,3,418.5,320.11,98.39,Cash,28,4.7
ORD0218,14-05-2026,Mumbai,Andheri West,OUT002,Blinkit Andheri West,Tier 1,Medium,Frozen Foods,Aashirvaad,64,5,60.8,2,121.6,83.19,38.41,UPI,35,3.8
ORD0219,13-02-2026,Mumbai,Kandivali,OUT010,Blinkit Kandivali,Tier 1,Small,Grocery,Tata,215,10,193.5,4,774,557.88,216.12,UPI,20,4
ORD0220,12-04-2026,Mumbai,Kandivali,OUT010,Blinkit Kandivali,Tier 1,High,Fruits,MDH,247,5,234.65,1,234.65,162.85,71.8,UPI,30,4.1
ORD0221,27-04-2026,Mumbai,Goregaon,OUT004,Blinkit Goregaon,Tier 1,Medium,Bakery,Parle,72,10,64.8,3,194.4,138.6,55.8,Debit Card,10,4.1
ORD0222,13-04-2026,Mumbai,Powai,OUT007,Blinkit Powai,Tier 1,High,Frozen Foods,Amul,395,25,296.25,4,1185,868.25,316.75,Cash,10,4
ORD0223,16-03-2026,Mumbai,Santacruz,OUT006,Blinkit Santacruz,Tier 1,Medium,Household,Tata,244,10,219.6,1,219.6,185.41,34.19,Credit Card,28,4.8
ORD0224,31-03-2026,Mumbai,Santacruz,OUT006,Blinkit Santacruz,Tier 1,High,Beverages,Aashirvaad,256,5,243.2,2,486.4,357.24,129.16,Cash,25,4.1
ORD0225,29-03-2026,Mumbai,Goregaon,OUT004,Blinkit Goregaon,Tier 1,Small,Beverages,Fortune,273,5,259.35,5,1296.75,1015.17,281.58,UPI,15,4.1
ORD0226,03-03-2026,Mumbai,Jogeshwari,OUT003,Blinkit Jogeshwari,Tier 1,Small,Household,Nestle,334,20,267.2,8,2137.6,1746.98,390.62,Cash,40,4.3
ORD0227,28-02-2026,Mumbai,Kandivali,OUT010,Blinkit Kandivali,Tier 1,Medium,Snacks,Parle,156,15,132.6,8,1060.8,796.62,264.18,Debit Card,30,5
ORD0228,01-02-2026,Mumbai,Malad,OUT009,Blinkit Malad,Tier 1,High,Dairy,Parle,176,20,140.8,4,563.2,380.22,182.98,Debit Card,8,4.6
ORD0229,23-01-2026,Mumbai,Kandivali,OUT010,Blinkit Kandivali,Tier 1,High,Snacks,Britannia,124,15,105.4,1,105.4,76.73,28.67,Credit Card,15,4.6
ORD0230,18-03-2026,Mumbai,Andheri West,OUT002,Blinkit Andheri West,Tier 1,Small,Dairy,Parle,84,25,63,6,378,306.57,71.43,UPI,15,4.1
ORD0231,29-04-2026,Mumbai,Powai,OUT007,Blinkit Powai,Tier 1,High,Snacks,Parle,194,15,164.9,7,1154.3,945.22,209.08,Cash,8,4.2
ORD0232,13-04-2026,Mumbai,Santacruz,OUT006,Blinkit Santacruz,Tier 1,Medium,Dairy,Fortune,261,5,247.95,8,1983.6,1387.89,595.71,Credit Card,10,4.1
ORD0233,05-06-2026,Mumbai,Kandivali,OUT010,Blinkit Kandivali,Tier 1,Small,Bakery,Britannia,425,10,382.5,1,382.5,279.58,102.92,Credit Card,12,4.3
ORD0234,28-02-2026,Mumbai,Andheri East,OUT001,Blinkit Andheri East,Tier 1,High,Frozen Foods,Parle,332,15,282.2,3,846.6,645.88,200.72,Debit Card,35,4.6
ORD0235,30-05-2026,Mumbai,Santacruz,OUT006,Blinkit Santacruz,Tier 1,High,Fruits,Britannia,50,5,47.5,5,237.5,197.18,40.32,UPI,8,4.7
ORD0236,11-04-2026,Mumbai,Goregaon,OUT004,Blinkit Goregaon,Tier 1,High,Beverages,Parle,447,15,379.95,2,759.9,557.35,202.55,UPI,20,4.9
ORD0237,23-06-2026,Mumbai,Powai,OUT007,Blinkit Powai,Tier 1,High,Beverages,Aashirvaad,276,15,234.6,8,1876.8,1410.85,465.95,Cash,25,4.7
ORD0238,11-02-2026,Mumbai,Andheri East,OUT001,Blinkit Andheri East,Tier 1,High,Beverages,Parle,409,25,306.75,5,1533.75,1050.47,483.28,Cash,8,4
ORD0239,05-02-2026,Mumbai,Santacruz,OUT006,Blinkit Santacruz,Tier 1,Small,Frozen Foods,MDH,260,5,247,4,988,767.97,220.03,Cash,40,4.1
ORD0240,31-03-2026,Mumbai,Malad,OUT009,Blinkit Malad,Tier 1,High,Grocery,Fortune,404,20,323.2,3,969.6,811.72,157.88,Cash,30,4.5
ORD0241,13-02-2026,Mumbai,Santacruz,OUT006,Blinkit Santacruz,Tier 1,High,Snacks,MDH,372,5,353.4,7,2473.8,1984.24,489.56,Debit Card,15,3.9
ORD0242,16-01-2026,Mumbai,Vile Parle,OUT005,Blinkit Vile Parle,Tier 1,Medium,Grocery,Britannia,56,15,47.6,8,380.8,263.24,117.56,UPI,40,4.2
ORD0243,03-04-2026,Mumbai,Andheri West,OUT002,Blinkit Andheri West,Tier 1,Medium,Snacks,Tata,132,15,112.2,8,897.6,667.57,230.03,UPI,8,4.4
ORD0244,06-05-2026,Mumbai,Bandra,OUT008,Blinkit Bandra,Tier 1,Medium,Frozen Foods,Britannia,92,15,78.2,5,391,262.66,128.34,Credit Card,8,4.2
ORD0245,21-01-2026,Mumbai,Andheri West,OUT002,Blinkit Andheri West,Tier 1,Small,Fruits,Amul,379,15,322.15,5,1610.75,1257.37,353.38,Debit Card,12,4.2
ORD0246,21-03-2026,Mumbai,Jogeshwari,OUT003,Blinkit Jogeshwari,Tier 1,High,Household,Aashirvaad,376,25,282,3,846,567.19,278.81,Cash,35,4.8
ORD0247,05-04-2026,Mumbai,Santacruz,OUT006,Blinkit Santacruz,Tier 1,Medium,Beverages,Amul,167,15,141.95,3,425.85,323.74,102.11,UPI,10,4.5
ORD0248,10-02-2026,Mumbai,Powai,OUT007,Blinkit Powai,Tier 1,Medium,Dairy,Fortune,75,10,67.5,8,540,396.68,143.32,Cash,12,4
ORD0249,25-02-2026,Mumbai,Powai,OUT007,Blinkit Powai,Tier 1,High,Household,Amul,95,5,90.25,8,722,538.53,183.47,UPI,30,4.8
ORD0250,15-01-2026,Mumbai,Malad,OUT009,Blinkit Malad,Tier 1,High,Bakery,Nestle,267,10,240.3,5,1201.5,798.28,403.22,UPI,25,3.8
ORD0251,24-04-2026,Mumbai,Jogeshwari,OUT003,Blinkit Jogeshwari,Tier 1,High,Household,Britannia,421,10,378.9,7,2652.3,1880.87,771.43,Debit Card,10,4.5
ORD0252,05-06-2026,Mumbai,Malad,OUT009,Blinkit Malad,Tier 1,High,Dairy,Amul,285,20,228,3,684,577.89,106.11,Credit Card,30,4.6
ORD0253,15-06-2026,Mumbai,Kandivali,OUT010,Blinkit Kandivali,Tier 1,Small,Grocery,Nestle,342,20,273.6,6,1641.6,1224.87,416.73,UPI,15,4.1
ORD0254,06-04-2026,Mumbai,Bandra,OUT008,Blinkit Bandra,Tier 1,High,Bakery,Nestle,403,5,382.85,3,1148.55,898.28,250.27,Cash,30,4.3
ORD0255,21-02-2026,Mumbai,Vile Parle,OUT005,Blinkit Vile Parle,Tier 1,High,Dairy,Britannia,108,10,97.2,3,291.6,246.02,45.58,Credit Card,35,3.9
ORD0256,28-04-2026,Mumbai,Malad,OUT009,Blinkit Malad,Tier 1,Small,Dairy,Tata,393,15,334.05,8,2672.4,1858.38,814.02,Debit Card,35,3.9
ORD0257,12-05-2026,Mumbai,Bandra,OUT008,Blinkit Bandra,Tier 1,Small,Frozen Foods,Aashirvaad,118,25,88.5,2,177,137.23,39.77,Cash,15,4.5
ORD0258,13-01-2026,Mumbai,Andheri West,OUT002,Blinkit Andheri West,Tier 1,Medium,Fruits,Amul,120,15,102,1,102,74.55,27.45,Cash,25,4.2
ORD0259,01-04-2026,Mumbai,Jogeshwari,OUT003,Blinkit Jogeshwari,Tier 1,Small,Household,Nestle,268,5,254.6,4,1018.4,776.62,241.78,UPI,18,3.9
ORD0260,12-01-2026,Mumbai,Santacruz,OUT006,Blinkit Santacruz,Tier 1,High,Household,Tata,312,25,234,6,1404,1115.28,288.72,Credit Card,28,4.2
ORD0261,19-02-2026,Mumbai,Kandivali,OUT010,Blinkit Kandivali,Tier 1,High,Frozen Foods,Amul,107,5,101.65,4,406.6,284.99,121.61,Debit Card,10,4.7
ORD0262,22-05-2026,Mumbai,Bandra,OUT008,Blinkit Bandra,Tier 1,Medium,Bakery,Fortune,106,5,100.7,5,503.5,345.93,157.57,Credit Card,28,5
ORD0263,08-02-2026,Mumbai,Vile Parle,OUT005,Blinkit Vile Parle,Tier 1,Medium,Frozen Foods,Amul,277,5,263.15,1,263.15,189.07,74.08,UPI,10,4
ORD0264,25-04-2026,Mumbai,Kandivali,OUT010,Blinkit Kandivali,Tier 1,Medium,Beverages,Tata,250,20,200,3,600,473.15,126.85,Credit Card,20,4.4
ORD0265,03-04-2026,Mumbai,Vile Parle,OUT005,Blinkit Vile Parle,Tier 1,High,Frozen Foods,Nestle,117,25,87.75,1,87.75,60.75,27,Debit Card,22,4.9
ORD0266,06-01-2026,Mumbai,Santacruz,OUT006,Blinkit Santacruz,Tier 1,Small,Frozen Foods,Amul,53,15,45.05,8,360.4,258.32,102.08,Cash,40,4.6
ORD0267,09-03-2026,Mumbai,Vile Parle,OUT005,Blinkit Vile Parle,Tier 1,Medium,Snacks,Amul,246,15,209.1,2,418.2,313.65,104.55,UPI,15,4.7
ORD0268,02-03-2026,Mumbai,Kandivali,OUT010,Blinkit Kandivali,Tier 1,Small,Dairy,Parle,374,5,355.3,6,2131.8,1723.31,408.49,Credit Card,40,4.2
ORD0269,30-06-2026,Mumbai,Goregaon,OUT004,Blinkit Goregaon,Tier 1,Medium,Household,MDH,229,25,171.75,7,1202.25,861.88,340.37,Credit Card,15,4.8
ORD0270,21-06-2026,Mumbai,Santacruz,OUT006,Blinkit Santacruz,Tier 1,Medium,Bakery,MDH,127,10,114.3,4,457.2,297.84,159.36,Debit Card,30,4.7
ORD0271,20-03-2026,Mumbai,Jogeshwari,OUT003,Blinkit Jogeshwari,Tier 1,Medium,Household,Tata,350,5,332.5,3,997.5,708.52,288.98,Cash,30,4.9
ORD0272,02-04-2026,Mumbai,Kandivali,OUT010,Blinkit Kandivali,Tier 1,High,Bakery,Tata,141,15,119.85,6,719.1,609.43,109.67,Debit Card,20,4.9
ORD0273,10-06-2026,Mumbai,Vile Parle,OUT005,Blinkit Vile Parle,Tier 1,Medium,Beverages,Amul,181,25,135.75,1,135.75,108.83,26.92,Cash,8,4.3
ORD0274,15-01-2026,Mumbai,Goregaon,OUT004,Blinkit Goregaon,Tier 1,Small,Fruits,Tata,358,15,304.3,2,608.6,419.53,189.07,UPI,30,4.2
ORD0275,04-01-2026,Mumbai,Jogeshwari,OUT003,Blinkit Jogeshwari,Tier 1,High,Household,Amul,52,10,46.8,5,234,177.23,56.77,Cash,20,4.2
ORD0276,28-03-2026,Mumbai,Andheri East,OUT001,Blinkit Andheri East,Tier 1,Small,Fruits,Aashirvaad,382,20,305.6,7,2139.2,1651.37,487.83,UPI,10,4.6
ORD0277,29-04-2026,Mumbai,Santacruz,OUT006,Blinkit Santacruz,Tier 1,Small,Fruits,Nestle,447,20,357.6,7,2503.2,1755.75,747.45,Credit Card,8,4.3
ORD0278,06-02-2026,Mumbai,Santacruz,OUT006,Blinkit Santacruz,Tier 1,High,Dairy,Nestle,130,5,123.5,1,123.5,84.13,39.37,Credit Card,22,4.2
ORD0279,04-06-2026,Mumbai,Kandivali,OUT010,Blinkit Kandivali,Tier 1,High,Household,Britannia,493,25,369.75,3,1109.25,866.85,242.4,Credit Card,40,4.4
ORD0280,03-04-2026,Mumbai,Andheri East,OUT001,Blinkit Andheri East,Tier 1,High,Grocery,Fortune,447,15,379.95,8,3039.6,2315.75,723.85,Credit Card,8,4.5
ORD0281,28-02-2026,Mumbai,Andheri West,OUT002,Blinkit Andheri West,Tier 1,Medium,Dairy,Amul,385,15,327.25,3,981.75,832.43,149.32,Cash,10,3.9
ORD0282,05-06-2026,Mumbai,Malad,OUT009,Blinkit Malad,Tier 1,Medium,Snacks,Fortune,154,25,115.5,3,346.5,243.18,103.32,Cash,28,3.8
ORD0283,30-03-2026,Mumbai,Goregaon,OUT004,Blinkit Goregaon,Tier 1,Medium,Frozen Foods,Britannia,276,20,220.8,4,883.2,686.45,196.75,Credit Card,8,3.9
ORD0284,25-05-2026,Mumbai,Andheri East,OUT001,Blinkit Andheri East,Tier 1,Medium,Bakery,Aashirvaad,83,20,66.4,6,398.4,263.74,134.66,Cash,8,4.1
ORD0285,22-02-2026,Mumbai,Vile Parle,OUT005,Blinkit Vile Parle,Tier 1,Medium,Bakery,Parle,413,20,330.4,4,1321.6,920.2,401.4,Credit Card,25,4.1
ORD0286,10-03-2026,Mumbai,Kandivali,OUT010,Blinkit Kandivali,Tier 1,Small,Grocery,Parle,454,10,408.6,8,3268.8,2688.96,579.84,UPI,20,3.8
ORD0287,14-01-2026,Mumbai,Goregaon,OUT004,Blinkit Goregaon,Tier 1,Small,Household,Amul,132,15,112.2,8,897.6,621.51,276.09,Debit Card,12,4.3
ORD0288,03-01-2026,Mumbai,Jogeshwari,OUT003,Blinkit Jogeshwari,Tier 1,Small,Grocery,Fortune,202,5,191.9,2,383.8,261.13,122.67,Credit Card,10,4.7
ORD0289,14-06-2026,Mumbai,Bandra,OUT008,Blinkit Bandra,Tier 1,High,Bakery,Nestle,399,20,319.2,2,638.4,467.85,170.55,UPI,30,4.1
ORD0290,28-06-2026,Mumbai,Andheri East,OUT001,Blinkit Andheri East,Tier 1,Small,Fruits,Amul,69,10,62.1,4,248.4,190.02,58.38,Credit Card,10,4.9
ORD0291,27-02-2026,Mumbai,Andheri West,OUT002,Blinkit Andheri West,Tier 1,High,Snacks,Tata,299,10,269.1,7,1883.7,1225.37,658.33,Credit Card,25,4.9
ORD0292,11-03-2026,Mumbai,Andheri West,OUT002,Blinkit Andheri West,Tier 1,High,Snacks,Amul,228,10,205.2,4,820.8,653.59,167.21,Credit Card,18,3.9
ORD0293,23-05-2026,Mumbai,Andheri East,OUT001,Blinkit Andheri East,Tier 1,Medium,Grocery,Amul,150,25,112.5,1,112.5,82.31,30.19,Credit Card,40,3.8
ORD0294,10-03-2026,Mumbai,Bandra,OUT008,Blinkit Bandra,Tier 1,Medium,Bakery,Nestle,328,15,278.8,6,1672.8,1318.26,354.54,Debit Card,22,5
ORD0295,12-06-2026,Mumbai,Powai,OUT007,Blinkit Powai,Tier 1,Small,Beverages,Parle,439,20,351.2,7,2458.4,1993.15,465.25,Debit Card,15,4.8
ORD0296,13-01-2026,Mumbai,Andheri West,OUT002,Blinkit Andheri West,Tier 1,Medium,Household,MDH,94,25,70.5,1,70.5,58.64,11.86,Credit Card,25,5
ORD0297,08-04-2026,Mumbai,Andheri East,OUT001,Blinkit Andheri East,Tier 1,Small,Bakery,Nestle,292,20,233.6,6,1401.6,1077.07,324.53,UPI,22,5
ORD0298,20-05-2026,Mumbai,Vile Parle,OUT005,Blinkit Vile Parle,Tier 1,High,Beverages,Parle,363,15,308.55,2,617.1,478.73,138.37,Credit Card,25,4.8
ORD0299,06-02-2026,Mumbai,Santacruz,OUT006,Blinkit Santacruz,Tier 1,Small,Household,Britannia,317,25,237.75,8,1902,1453.4,448.6,Cash,20,4.1
